web_scraper_order,web_scraper_start_url,name,price,adress,image_link
"1765057802-641","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Cane Corso","Prix sur demande","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-4851447"
"1765057802-642","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Belgian Malinois charbonne","250 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-belgian-malinois-charbonne-4850412"
"1765057802-643","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Rottweiler","250 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-4848898"
"1765057802-644","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots spitz nain","800 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-spitz-nain-4845887"
"1765057802-645","https://sn.coinafrique.com/categorie/chiens?page=3","Berger allemand","150 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4845561"
"1765057802-646","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand","150 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-4840125"
"1765057802-647","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","350 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4837526"
"1765057802-648","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand poil long","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-poil-long-4834152"
"1765057802-649","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","250 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829755"
"1765057802-650","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens de race","500 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728"
"1765057802-651","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","160 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314"
"1765057802-652","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Husky pur sang","250 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513"
"1765057802-653","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208"
"1765057802-654","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois 4 mois","275CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147"
"1765057802-655","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Malinois","77 963 888CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294"
"1765057802-656","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon Maltais","779 638 883CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292"
"1765057802-657","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot malinois femelle","250 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597"
"1765057802-658","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger Allemand","400 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005"
"1765057802-659","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Berger XL","250 000CFA","Saly, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802"
"1765057802-660","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","290CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803"
"1765057802-661","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258"
"1765057802-662","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots","20 000CFA","Gorée, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-4740260"
"1765057802-663","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon","150 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575"
"1765057802-664","https://sn.coinafrique.com/categorie/chiens?page=3","Rottweiler","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689"
"1765057802-665","https://sn.coinafrique.com/categorie/chiens?page=3","Berger Allemand Femelle","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577"
"1765057802-666","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","200 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925"
"1765057802-667","https://sn.coinafrique.com/categorie/chiens?page=3","Femelle Apbt Brinze","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619"
"1765057802-668","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","779 638 883CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228"
"1765057802-669","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Bichon Maltais","777 621 466CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644"
"1765057802-670","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Malinois","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737"
"1765057802-671","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Ridgback","500 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610"
"1765057802-672","https://sn.coinafrique.com/categorie/chiens?page=3","Malinois mal","250CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677"
"1765057802-673","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","310 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501"
"1765057802-674","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Bichons Maltais","100 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174"
"1765057802-675","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","150 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652"
"1765057802-676","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","250 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946"
"1765057802-677","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453"
"1765057802-678","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447"
"1765057802-679","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990"
"1765057802-680","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440"
"1765057802-681","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger allemand","175 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472"
"1765057802-682","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887"
"1765057802-683","https://sn.coinafrique.com/categorie/chiens?page=3","Chiots Golden Retriever","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247"
"1765057802-684","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Berger Allemand mâle","180 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694"
"1765057802-685","https://sn.coinafrique.com/categorie/chiens?page=3","Caniche","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-4634226"
"1765057802-686","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Femelle adulte","500 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010"
"1765057802-687","https://sn.coinafrique.com/categorie/chiens?page=3","Chiot Malinois","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143"
"1765057802-688","https://sn.coinafrique.com/categorie/chiens?page=3","Bichon","150 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-4611544"
"1765057802-689","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Berger Allemand","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624"
"1765057802-690","https://sn.coinafrique.com/categorie/chiens?page=3","Chien Boerboel","275 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340"
"1765057802-691","https://sn.coinafrique.com/categorie/chiens?page=3","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579"
"1765059699-692","https://sn.coinafrique.com/categorie/chiens?page=2","Husky et Rotweiller","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/husky-et-rotweiller-5357616"
"1765059699-693","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots bichon","200 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-5357093"
"1765059699-694","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bouvier Bernois","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bouvier-bernois-5356412"
"1765059699-695","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Américain","200CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-americain-5353266"
"1765059699-696","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","175 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5352744"
"1765059699-697","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","300 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5341514"
"1765059699-698","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","130 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-5341402"
"1765059699-699","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Malinois","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-5341165"
"1765059699-700","https://sn.coinafrique.com/categorie/chiens?page=2","Berger Allemand","150 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-5340528"
"1765059699-701","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerboul","275CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboul-5338244"
"1765059699-702","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5336125"
"1765059699-703","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","250 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5335882"
"1765059699-704","https://sn.coinafrique.com/categorie/chiens?page=2","Chien de salon","150 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-de-salon-5332506"
"1765059699-705","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","300 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5328800"
"1765059699-706","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5326499"
"1765059699-707","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Spitz Nain","800 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-5326291"
"1765059699-708","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","115 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5326102"
"1765059699-709","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiller","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-5323434"
"1765059699-710","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5322117"
"1765059699-711","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5321857"
"1765059699-712","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5321695"
"1765059699-713","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rotweiller","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rotweiller-5321351"
"1765059699-714","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Cavalier king","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-cavalier-king-5319622"
"1765059699-715","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5317080"
"1765059699-716","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Labradors","120 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5316749"
"1765059699-717","https://sn.coinafrique.com/categorie/chiens?page=2","Vente Berger Femelle","400CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/vente-berger-femelle-5305053"
"1765059699-718","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Pitbull Terrier","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-terrier-5303725"
"1765059699-719","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","380 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-5302773"
"1765059699-720","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot femelle cane corso","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-cane-corso-5299584"
"1765059699-721","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5298958"
"1765059699-722","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5293825"
"1765059699-723","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger allemand","250 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5290700"
"1765059699-724","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-5277780"
"1765059699-725","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Havanais","150 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-havanais-5272964"
"1765059699-726","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5268192"
"1765059699-727","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky femelle","Prix sur demande","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-femelle-5259188"
"1765059699-728","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dalmatiens","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-dalmatiens-5256321"
"1765059699-729","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Pitbull","150 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-5253443"
"1765059699-730","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky","200 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-husky-5253441"
"1765059699-731","https://sn.coinafrique.com/categorie/chiens?page=2","Chiens malinois","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-5251605"
"1765059699-732","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-5249300"
"1765059699-733","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-5249290"
"1765059699-734","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots  Cane Corso","400 000CFA","Sicap foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5243684"
"1765059699-735","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","300 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5228717"
"1765059699-736","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots","150 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-5222994"
"1765059699-737","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-5222921"
"1765059699-738","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-5222912"
"1765059699-739","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","150 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5222675"
"1765059699-740","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","175 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5221815"
"1765059699-741","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Malinois","250 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5213981"
"1765059699-742","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rott-5213979"
"1765059699-743","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-havanais-5199916"
"1765059699-744","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","400 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5199105"
"1765059699-745","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rott","200 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rott-5192129"
"1765059699-746","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Husky Sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-husky-siberien-5186967"
"1765059699-747","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5186005"
"1765059699-748","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Dogo Canario","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-dogo-canario-5178208"
"1765059699-749","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5161997"
"1765059699-750","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Doberman","400 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-5158454"
"1765059699-751","https://sn.coinafrique.com/categorie/chiens?page=2","Chien Rottewaler","300 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-rottewaler-5155571"
"1765059699-752","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Labrador","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5136517"
"1765059699-753","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichons","175 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-5133780"
"1765059699-754","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5131922"
"1765059699-755","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5127074"
"1765059699-756","https://sn.coinafrique.com/categorie/chiens?page=2","Chien","275CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-5124976"
"1765059699-757","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","210 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5114394"
"1765059699-758","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5104979"
"1765059699-759","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5090975"
"1765059699-760","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085599"
"1765059699-761","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085597"
"1765059699-762","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Bichon Maltais","80 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5085579"
"1765059699-763","https://sn.coinafrique.com/categorie/chiens?page=2","Berger malinois","250 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-malinois-5078573"
"1765059699-764","https://sn.coinafrique.com/categorie/chiens?page=2","Femelle berger allemand 4 mois","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-4-mois-5065991"
"1765059699-765","https://sn.coinafrique.com/categorie/chiens?page=2","Caniche mâle","650 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/caniche-male-5054275"
"1765059699-766","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot chihuahuas","250 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-chihuahuas-5045245"
"1765059699-767","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","300 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5044649"
"1765059699-768","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Husky","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5028791"
"1765059699-769","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","350 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5016564"
"1765059699-770","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Berger Allemand","250 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5013765"
"1765059699-771","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Berger Allemand","130 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5006641"
"1765059699-772","https://sn.coinafrique.com/categorie/chiens?page=2","Chiot Rottweiler","250CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5004868"
"1765059699-773","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots labrador pure race","Prix sur demande","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-pure-race-5002785"
"1765059699-774","https://sn.coinafrique.com/categorie/chiens?page=2","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-5002622"
"1765059699-775","https://sn.coinafrique.com/categorie/chiens?page=2","Berger allemand femelle","155 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4996897"
"1765060516-776","https://sn.coinafrique.com/categorie/chiens?page=1","Berger malinois charbonner","250CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-malinois-charbonner-5649558"
"1765060516-777","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon Maltais","100 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5644579"
"1765060516-778","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors Retriever","300 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-retriever-5640905"
