web_scraper_order,web_scraper_start_url,name,price,adress,image_link
"1765060516-779","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5628892"
"1765060516-780","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Malinois","150 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5628715"
"1765060516-781","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5621149"
"1765060516-782","https://sn.coinafrique.com/categorie/chiens?page=1","Parfum Presa Canario","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/parfum-presa-canario-5617572"
"1765060516-783","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","125 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5616738"
"1765060516-784","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Border Collie","140 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-border-collie-5616729"
"1765060516-785","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Belge Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-belge-malinois-5616008"
"1765060516-786","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","80 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-5613212"
"1765060516-787","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull Tricolor","120 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-tricolor-5610458"
"1765060516-788","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5603738"
"1765060516-789","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltais","125 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-5601862"
"1765060516-790","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5599056"
"1765060516-791","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot American","170CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-american-5579814"
"1765060516-792","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5575546"
"1765060516-793","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon Maltais frisé","150 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-frise-5572179"
"1765060516-794","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Presa Canario","650 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-5565180"
"1765060516-795","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","300 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5563010"
"1765060516-796","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky Sibérien vacciné","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-vaccine-5560240"
"1765060516-797","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","130 000CFA","Diamniadio, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5560003"
"1765060516-798","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Labrador","450 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-5550994"
"1765060516-799","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Golden Retriever","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-5540468"
"1765060516-800","https://sn.coinafrique.com/categorie/chiens?page=1","Croquettes pour chiens","28 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/croquettes-pour-chiens-5537867"
"1765060516-801","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon nain","200 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-nain-5530652"
"1765060516-802","https://sn.coinafrique.com/categorie/chiens?page=1","Husky pur sang femelle","250 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/husky-pur-sang-femelle-5528570"
"1765060516-803","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528346"
"1765060516-804","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot pitbull","100 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5528337"
"1765060516-805","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Boerboel","375 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-5524708"
"1765060516-806","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot  Husky","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5524610"
"1765060516-807","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","250 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5524392"
"1765060516-808","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5521237"
"1765060516-809","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot","100 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-5516813"
"1765060516-810","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Pitbull","150CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-5512296"
"1765060516-811","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5507784"
"1765060516-812","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","250CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5506845"
"1765060516-813","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons Havanais","130 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-havanais-5498808"
"1765060516-814","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","200 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5492262"
"1765060516-815","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5491012"
"1765060516-816","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand grand gabarit","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-grand-gabarit-5490358"
"1765060516-817","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489586"
"1765060516-818","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Labradors","300 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-5489540"
"1765060516-819","https://sn.coinafrique.com/categorie/chiens?page=1","Chien  bichons","450 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-bichons-5489184"
"1765060516-820","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5487110"
"1765060516-821","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","400 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5486097"
"1765060516-822","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon noir","130 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-noir-5482763"
"1765060516-823","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","300 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5480457"
"1765060516-824","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-5474603"
"1765060516-825","https://sn.coinafrique.com/categorie/chiens?page=1","bichons mâle","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichons-male-5431028"
"1765060516-826","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","150 000CFA","Sipres, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5468013"
"1765060516-827","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","250 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5467125"
"1765060516-828","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger Allemand","150 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5466408"
"1765060516-829","https://sn.coinafrique.com/categorie/chiens?page=1","Chat siamois","100 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chat-siamois-5465444"
"1765060516-830","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Hamster syrien","5 000CFA","Almadies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-hamster-syrien-5465432"
"1765060516-831","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Spizt","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-spizt-5464950"
"1765060516-832","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-5463591"
"1765060516-833","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463584"
"1765060516-834","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemend","150 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemend-5463567"
"1765060516-835","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Malinois","300 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-5462776"
"1765060516-836","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","350 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5456601"
"1765060516-837","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malinois de parents importés de bordeaux france","250 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-de-parents-importes-de-bordeaux-france-5455656"
"1765060516-838","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Rottweiler","290 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-5453153"
"1765060516-839","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","120 000CFA","Lac rose, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5443216"
"1765060516-840","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5439144"
"1765060516-841","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Bichon maltes","180 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltes-5435956"
"1765060516-842","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Berger allemand","180 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-5429666"
"1765060516-843","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","150 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5387119"
"1765060516-844","https://sn.coinafrique.com/categorie/chiens?page=1","Bichon maltaise","150 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/bichon-maltaise-5386842"
"1765060516-845","https://sn.coinafrique.com/categorie/chiens?page=1","Chien Boerboell","650 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chien-boerboell-5386827"
"1765060516-846","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","170CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5425744"
"1765060516-847","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Cane Corso","400 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-5400421"
"1765060516-848","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","300 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397542"
"1765060516-849","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky","Prix sur demande","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-5397530"
"1765060516-850","https://sn.coinafrique.com/categorie/chiens?page=1","Berger Malinois Métis","200 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/berger-malinois-metis-5389289"
"1765060516-851","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Husky male","350 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-husky-male-5385417"
"1765060516-852","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger malinois","300 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-5384862"
"1765060516-853","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons Maltais","150 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5383547"
"1765060516-854","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379393"
"1765060516-855","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger Allemand","160 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5379204"
"1765060516-856","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots Bichons maltais","150 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-5377145"
"1765060516-857","https://sn.coinafrique.com/categorie/chiens?page=1","Chiot Berger allemand","150 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-5376933"
"1765060516-858","https://sn.coinafrique.com/categorie/chiens?page=1","Chiots malamute pure","Prix sur demande","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/chiots-malamute-pure-5368072"
"1765060516-859","https://sn.coinafrique.com/categorie/chiens?page=1","Métisse rock berger","75 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/chiens/metisse-rock-berger-5360685"
