web_scraper_order,web_scraper_start_url,details,price,adress,image_link
"1765106183-201","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2429419"
"1765106183-202","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","40 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2421679"
"1765106183-203","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","12 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2421069"
"1765106183-204","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins Brahman","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-2397001"
"1765106183-205","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cailles","12 500CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-2394348"
"1765106183-206","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Colvert","25 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-2373373"
"1765106183-207","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule de race","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-de-race-2351149"
"1765106183-208","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2349641"
"1765106183-209","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules bleu Hollande","2 000CFA","Diourbel, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleu-hollande-2336310"
"1765106183-210","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lince","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lince-2323612"
"1765106183-211","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2323545"
"1765106183-212","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paon - pigeon","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-pigeon-2323541"
"1765106183-213","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins Brahmane blanc","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmane-blanc-2321103"
"1765106183-214","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","60 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2321099"
"1765106183-215","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cauchoix pair","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cauchoix-pair-2321095"
"1765106410-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Angora","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3130806"
"1765106410-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets Brahman","40 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-3128887"
"1765106410-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussins Brahma","5 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3126603"
"1765106410-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Colvert","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-3125526"
"1765106410-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","3 500CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3123441"
"1765106410-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins","22 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3121121"
"1765106410-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","80 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3118080"
"1765106410-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3115873"
"1765106410-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore - noir","25 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-noir-3104310"
"1765106410-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore rouge","25 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-rouge-3104308"
"1765106410-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon cauchois","70 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3101934"
"1765106410-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon voyageur Mento","20 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-mento-3101648"
"1765106410-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","3 500CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3101043"
"1765106410-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon kochoi","70 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-kochoi-3099946"
"1765106410-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Perruches  arc-en-ciel","40 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-arc-en-ciel-3094776"
"1765106410-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore","20 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-3090984"
"1765106410-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin couple fauve adultes","80 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-fauve-adultes-3089288"
"1765106410-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","80 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3087144"
"1765106410-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Couples Pigeons Boulant Panarami reproducteurs","130 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-pigeons-boulant-panarami-reproducteurs-3083820"
"1765106410-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","2 500CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3082778"
"1765106410-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahor","30 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3076680"
"1765106410-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","100 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076669"
"1765106410-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","60 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076664"
"1765106410-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","40 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657"
"1765106410-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Angora","20 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3072438"
"1765106410-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules","3 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835"
"1765106410-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahor","30 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3063589"
"1765106410-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Château Rouge","50 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-chateau-rouge-3063568"
"1765106410-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Laor","60 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782"
"1765106410-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Angora","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838"
"1765106410-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux","20 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171"
"1765106410-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","150 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719"
"1765106410-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins Angora métissés","15 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970"
"1765106410-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon","25 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406"
"1765106410-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin blanche","65 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104"
"1765106410-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Cochin blanc","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487"
"1765106410-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864"
"1765106410-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754"
"1765106410-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","3 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570"
"1765106410-255","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet de chair","3 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104"
"1765106410-256","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Trio dindes rouge","130 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683"
"1765106410-257","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon voyageur","5 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311"
"1765106410-258","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","3 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219"
"1765106410-259","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules bleus hollandais","6 500CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280"
"1765106410-260","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","50 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856"
"1765106410-261","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Jeune king","50 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849"
"1765106410-262","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Chateau","50 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822"
"1765106410-263","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Oison de Toulouse","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848"
"1765106410-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet pondeuse","3 500CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537"
"1765106410-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poules Brahma","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249"
"1765106410-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Perruches ondulées","Prix sur demande","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669"
"1765106410-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Brahmâ","12 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079"
"1765106410-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux Angora","15 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287"
"1765106410-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapin Nain","30 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256"
"1765106410-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","2 500CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666"
"1765106410-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin  - 1  jour","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676"
"1765106410-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapins","15 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567"
"1765106410-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Cokier","45 000CFA","M'bour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851"
"1765106410-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahman","3 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921"
"1765106410-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussins fermiers","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193"
"1765106410-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ blanc hermine","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013"
"1765106410-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poussin brahmâ hermine","10 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738"
"1765106410-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","40 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254"
"1765106410-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","30 000CFA","Joal Fadiouth, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609"
"1765106410-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Lapereaux rex tricolore","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849"
"1765106410-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets de chair","3 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2923781"
"1765106410-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Lahore","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahore-2921833"
"1765106410-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Laor","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-2921831"
"1765106410-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2921773"
"1765106410-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Boulons","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-boulons-2921717"
"1765106410-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Coschoi","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-coschoi-2921695"
"1765106410-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Paire pigeon Romain","80 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-romain-2921690"
"1765106410-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Karavaty chinoise","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-karavaty-chinoise-2921677"
"1765106410-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahmâ blanc","30 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-blanc-2917728"
"1765106410-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Brahmâ blanc","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-blanc-2917722"
"1765106410-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulet Brahma","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-brahma-2917717"
"1765106410-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poule cochin","40 000CFA","Medina, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-2907921"
"1765106410-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Cochin caillouté","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2899128"
"1765106410-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Dindes et poulets de chair","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-et-poulets-de-chair-2886105"
"1765106410-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Poulets","2 500CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2880530"
"1765106410-296","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeons","Prix sur demande","Bargny, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2853881"
"1765106410-297","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Coq Cochin blanc","35 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-2850705"
"1765106410-298","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Œufs à couver","115 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-2849328"
"1765106410-299","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","Pigeon Mondain","Prix sur demande","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-2838626"
"1765107067-300","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins brahma couple","22 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-couple-3426274"
"1765107067-301","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon couple Cauchois","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-cauchois-3418999"
"1765107067-302","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon femelle Mondain","70 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-mondain-3418994"
"1765107067-303","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons Texan","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texan-3414604"
"1765107067-304","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Cauchois","100 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cauchois-3414597"
"1765107067-305","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Bouvreuil Archangel","40 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bouvreuil-archangel-3414593"
"1765107067-306","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","35 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3405195"
"1765107067-307","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins","Prix sur demande","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3404905"
"1765107067-308","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poulets de chair","2 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3394674"
"1765107067-309","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Lahor","65 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-3382710"
"1765107067-310","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3382693"
"1765107067-311","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons Laince","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-laince-3380877"
"1765107067-312","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poules pondeuses","2 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-3379737"
"1765107067-313","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons bouvreuils","22 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-bouvreuils-3378491"
"1765107067-314","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poussins brahman herminé - cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-cochin-blanc-3374652"
"1765107067-315","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3373811"
"1765107067-316","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon voyageur","10 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3373808"
"1765107067-317","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeons","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3371154"
"1765107067-318","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Poule Barahmane","100 000CFA","M'bour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-barahmane-3370800"
"1765107067-319","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Couple poulet Brahmâ","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poulet-brahma-3369356"
"1765107067-320","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","Pigeon Romain","85 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-romain-3362871"
